,Season,HomeTeam,AwayTeam,FTR,home_Gls,home_Ast,home_CrdY,home_CrdR,home_PrgC,home_PrgP,home_Saves,home_Sh,home_SoT,home_FK,home_TB,home_Sw,home_Crs,home_CK,home_TklW,home_Blocks,home_Int,home_Clr,home_Err,home_Poss,home_Fls,home_Fld,home_Off,home_PKwon,home_PKcon,home_Recov,away_Gls,away_Ast,away_CrdY,away_CrdR,away_PrgC,away_PrgP,away_Saves,away_Sh,away_SoT,away_FK,away_TB,away_Sw,away_Crs,away_CK,away_TklW,away_Blocks,away_Int,away_Clr,away_Err,away_Poss,away_Fls,away_Fld,away_Off,away_PKwon,away_PKcon,away_Recov
10,2017-18,Bournemouth,Watford,2,1.1842105263157894,0.9473684210526316,,,18.473684210526315,40.1578947368421,2.8684210526315788,12.157894736842104,4.026315789473684,14.052631578947368,0.9736842105263158,2.9473684210526314,18.605263157894736,5.7368421052631575,8.526315789473685,11.921052631578949,9.657894736842104,29.710526315789476,0.6578947368421053,48.1,8.921052631578947,10.81578947368421,1.368421052631579,0.0526315789473684,0.0789473684210526,51.47368421052632,1.105263157894737,0.7105263157894737,,,17.026315789473685,38.28947368421053,2.4473684210526314,11.421052631578949,3.3157894736842106,12.736842105263158,0.7105263157894737,3.631578947368421,18.76315789473684,4.815789473684211,11.36842105263158,9.447368421052632,12.289473684210526,26.23684210526316,0.4473684210526316,49.7,11.605263157894736,10.026315789473683,1.947368421052632,0.1578947368421052,0.1578947368421052,55.39473684210526
11,2017-18,Burnley,West Brom,2,0.9210526315789472,0.6842105263157895,,,11.342105263157896,29.026315789473685,3.1842105263157894,9.947368421052632,3.3157894736842106,12.18421052631579,0.5,2.8157894736842106,18.605263157894736,4.394736842105263,9.342105263157896,12.026315789473683,10.526315789473683,34.21052631578947,0.2105263157894736,43.7,9.210526315789474,11.105263157894736,2.631578947368421,0.0,0.131578947368421,49.3421052631579,0.8157894736842105,0.631578947368421,,,13.342105263157896,29.105263157894736,2.631578947368421,9.921052631578949,2.921052631578948,10.36842105263158,0.8947368421052632,2.526315789473684,20.63157894736842,4.631578947368421,10.13157894736842,11.052631578947368,12.36842105263158,28.605263157894736,0.2368421052631578,40.7,11.578947368421051,9.078947368421051,2.0789473684210527,0.0,0.0263157894736842,55.10526315789474
12,2017-18,Leicester City,Brighton,0,1.394736842105263,1.0,,,17.236842105263158,33.44736842105263,2.736842105263158,10.973684210526317,3.6052631578947367,11.157894736842104,1.6578947368421053,4.473684210526316,19.57894736842105,5.342105263157895,10.973684210526317,12.236842105263158,10.894736842105264,26.5,0.4473684210526316,48.0,9.578947368421051,9.394736842105264,2.421052631578948,0.1578947368421052,0.1052631578947368,56.68421052631579,0.868421052631579,0.6578947368421053,,,13.763157894736842,32.36842105263158,3.1842105263157894,9.921052631578949,2.8947368421052637,8.473684210526315,0.8421052631578947,5.342105263157895,17.894736842105264,4.289473684210527,10.0,11.31578947368421,11.81578947368421,31.105263157894736,0.4736842105263157,43.7,10.86842105263158,7.2894736842105265,2.5789473684210527,0.1842105263157894,0.0789473684210526,55.8421052631579
13,2017-18,Liverpool,Crystal Palace,0,2.1578947368421053,1.5263157894736843,,,25.84210526315789,58.8421052631579,1.6842105263157894,16.710526315789473,5.947368421052632,10.289473684210526,2.789473684210526,3.842105263157895,20.105263157894736,6.052631578947368,11.842105263157896,10.210526315789474,9.973684210526317,20.73684210526316,0.3157894736842105,60.3,9.052631578947368,8.026315789473685,1.8421052631578947,0.0789473684210526,0.1578947368421052,59.42105263157895,1.1578947368421053,0.6842105263157895,,,19.13157894736842,34.421052631578945,3.0789473684210527,12.263157894736842,3.526315789473684,12.0,0.7894736842105263,2.1842105263157894,18.5,5.526315789473684,11.763157894736842,12.263157894736842,14.526315789473683,29.210526315789476,0.5789473684210527,45.2,11.18421052631579,10.63157894736842,1.4736842105263157,0.2368421052631578,0.0526315789473684,56.73684210526316
14,2017-18,Southampton,West Ham,0,0.9473684210526316,0.6052631578947368,,,18.26315789473684,42.3421052631579,2.8421052631578947,11.763157894736842,3.5789473684210527,11.13157894736842,1.4736842105263157,4.447368421052632,21.05263157894737,5.973684210526316,11.947368421052632,11.973684210526317,12.157894736842104,27.210526315789476,0.6578947368421053,51.3,10.947368421052632,9.921052631578949,1.9210526315789476,0.0789473684210526,0.0526315789473684,58.47368421052632,1.263157894736842,0.7631578947368421,,,13.763157894736842,31.026315789473685,3.131578947368421,9.68421052631579,3.3421052631578947,12.68421052631579,1.3421052631578947,3.526315789473684,19.289473684210527,4.2368421052631575,10.789473684210526,11.5,12.68421052631579,28.55263157894737,0.4473684210526316,45.2,9.973684210526317,11.842105263157896,2.5526315789473686,0.1052631578947368,0.1578947368421052,53.078947368421055
15,2017-18,Stoke City,Arsenal,0,0.8947368421052632,0.7368421052631579,,,12.552631578947368,30.26315789473684,3.947368421052632,10.0,3.210526315789474,12.105263157894736,0.868421052631579,2.921052631578948,15.736842105263158,3.5789473684210527,11.5,11.157894736842104,12.13157894736842,33.28947368421053,0.5263157894736842,41.4,11.473684210526317,9.86842105263158,2.289473684210526,0.0526315789473684,0.131578947368421,48.21052631578947,1.9210526315789476,1.605263157894737,,,24.07894736842105,58.5,2.473684210526316,15.5,5.868421052631579,11.36842105263158,3.0789473684210527,3.973684210526316,15.052631578947368,5.921052631578948,11.18421052631579,9.789473684210526,11.236842105263158,23.13157894736842,0.868421052631579,61.4,10.078947368421051,9.921052631578949,2.3421052631578947,0.131578947368421,0.1578947368421052,56.526315789473685
16,2017-18,Swansea City,Manchester Utd,2,0.7105263157894737,0.5263157894736842,,,15.68421052631579,31.42105263157895,3.5,8.894736842105264,2.5,12.421052631578949,0.6052631578947368,3.710526315789474,18.26315789473684,3.947368421052632,10.973684210526317,10.81578947368421,10.263157894736842,26.81578947368421,0.5526315789473685,45.3,9.921052631578949,10.526315789473683,1.0,0.0263157894736842,0.1578947368421052,49.39473684210526,1.763157894736842,1.394736842105263,,,24.210526315789476,41.1578947368421,3.0789473684210527,13.394736842105264,4.473684210526316,12.0,2.236842105263158,4.631578947368421,19.81578947368421,5.789473684210527,9.710526315789474,10.052631578947368,12.657894736842104,24.36842105263158,0.5263157894736842,54.7,10.657894736842104,11.105263157894736,2.3157894736842106,0.0263157894736842,0.0263157894736842,56.13157894736842
17,2017-18,Huddersfield,Newcastle Utd,0,0.6578947368421053,0.5,,,16.5,31.84210526315789,2.6052631578947367,9.473684210526317,2.789473684210526,12.578947368421051,0.6842105263157895,2.1578947368421053,20.13157894736842,4.342105263157895,13.210526315789474,11.921052631578949,13.63157894736842,29.710526315789476,0.5789473684210527,45.7,10.447368421052632,9.552631578947368,1.763157894736842,0.0526315789473684,0.1578947368421052,56.3421052631579,1.0,0.7631578947368421,,,14.421052631578949,30.13157894736842,2.6842105263157894,11.842105263157896,3.842105263157895,11.68421052631579,1.763157894736842,3.0,16.210526315789473,4.394736842105263,11.210526315789474,12.5,11.605263157894736,32.078947368421055,0.4473684210526316,41.7,10.763157894736842,9.710526315789474,1.6578947368421053,0.0263157894736842,0.1578947368421052,53.18421052631579
18,2017-18,Tottenham,Chelsea,2,1.8421052631578947,1.3421052631578947,,,22.68421052631579,59.18421052631579,2.3421052631578947,16.31578947368421,5.5,12.710526315789474,2.1842105263157894,5.157894736842105,21.710526315789476,6.473684210526316,10.5,9.473684210526317,10.0,23.105263157894736,0.5789473684210527,61.8,10.105263157894736,10.36842105263158,2.3157894736842106,0.0789473684210526,0.0789473684210526,56.36842105263158,1.5789473684210529,1.105263157894737,,,27.5,52.578947368421055,2.131578947368421,15.86842105263158,5.526315789473684,11.710526315789474,1.8157894736842104,5.342105263157895,19.86842105263158,6.052631578947368,11.210526315789474,9.605263157894736,11.157894736842104,22.157894736842103,0.631578947368421,55.6,9.552631578947368,10.657894736842104,2.8421052631578947,0.0789473684210526,0.0526315789473684,58.76315789473684
19,2017-18,Manchester City,Everton,1,2.710526315789474,2.236842105263158,,,34.421052631578945,67.63157894736842,1.5263157894736843,17.263157894736842,6.684210526315789,11.0,3.1052631578947367,5.605263157894737,18.18421052631579,7.473684210526316,10.026315789473683,8.631578947368421,9.105263157894736,16.31578947368421,0.5,71.0,9.052631578947368,9.31578947368421,1.763157894736842,0.2105263157894736,0.0526315789473684,55.36842105263158,1.105263157894737,0.6842105263157895,,,12.552631578947368,30.55263157894737,3.131578947368421,9.236842105263158,2.8947368421052637,10.973684210526317,0.6578947368421053,3.0,16.55263157894737,3.947368421052632,11.763157894736842,11.210526315789474,13.526315789473683,34.421052631578945,0.5789473684210527,45.5,12.105263157894736,9.578947368421051,2.1578947368421053,0.2105263157894736,0.131578947368421,53.8421052631579
20,2017-18,Bournemouth,Manchester City,2,1.1842105263157894,0.9473684210526316,,,18.473684210526315,40.1578947368421,2.8684210526315788,12.157894736842104,4.026315789473684,14.052631578947368,0.9736842105263158,2.9473684210526314,18.605263157894736,5.7368421052631575,8.526315789473685,11.921052631578949,9.657894736842104,29.710526315789476,0.6578947368421053,48.1,8.921052631578947,10.81578947368421,1.368421052631579,0.0526315789473684,0.0789473684210526,51.47368421052632,2.710526315789474,2.236842105263158,,,34.421052631578945,67.63157894736842,1.5263157894736843,17.263157894736842,6.684210526315789,11.0,3.1052631578947367,5.605263157894737,18.18421052631579,7.473684210526316,10.026315789473683,8.631578947368421,9.105263157894736,16.31578947368421,0.5,71.0,9.052631578947368,9.31578947368421,1.763157894736842,0.2105263157894736,0.0526315789473684,55.36842105263158
21,2017-18,Crystal Palace,Swansea City,2,1.1578947368421053,0.6842105263157895,,,19.13157894736842,34.421052631578945,3.0789473684210527,12.263157894736842,3.526315789473684,12.0,0.7894736842105263,2.1842105263157894,18.5,5.526315789473684,11.763157894736842,12.263157894736842,14.526315789473683,29.210526315789476,0.5789473684210527,45.2,11.18421052631579,10.63157894736842,1.4736842105263157,0.2368421052631578,0.0526315789473684,56.73684210526316,0.7105263157894737,0.5263157894736842,,,15.68421052631579,31.42105263157895,3.5,8.894736842105264,2.5,12.421052631578949,0.6052631578947368,3.710526315789474,18.26315789473684,3.947368421052632,10.973684210526317,10.81578947368421,10.263157894736842,26.81578947368421,0.5526315789473685,45.3,9.921052631578949,10.526315789473683,1.0,0.0263157894736842,0.1578947368421052,49.39473684210526
22,2017-18,Huddersfield,Southampton,1,0.6578947368421053,0.5,,,16.5,31.84210526315789,2.6052631578947367,9.473684210526317,2.789473684210526,12.578947368421051,0.6842105263157895,2.1578947368421053,20.13157894736842,4.342105263157895,13.210526315789474,11.921052631578949,13.63157894736842,29.710526315789476,0.5789473684210527,45.7,10.447368421052632,9.552631578947368,1.763157894736842,0.0526315789473684,0.1578947368421052,56.3421052631579,0.9473684210526316,0.6052631578947368,,,18.26315789473684,42.3421052631579,2.8421052631578947,11.763157894736842,3.5789473684210527,11.13157894736842,1.4736842105263157,4.447368421052632,21.05263157894737,5.973684210526316,11.947368421052632,11.973684210526317,12.157894736842104,27.210526315789476,0.6578947368421053,51.3,10.947368421052632,9.921052631578949,1.9210526315789476,0.0789473684210526,0.0526315789473684,58.47368421052632
23,2017-18,Manchester Utd,Leicester City,0,1.763157894736842,1.394736842105263,,,24.210526315789476,41.1578947368421,3.0789473684210527,13.394736842105264,4.473684210526316,12.0,2.236842105263158,4.631578947368421,19.81578947368421,5.789473684210527,9.710526315789474,10.052631578947368,12.657894736842104,24.36842105263158,0.5263157894736842,54.7,10.657894736842104,11.105263157894736,2.3157894736842106,0.0263157894736842,0.0263157894736842,56.13157894736842,1.394736842105263,1.0,,,17.236842105263158,33.44736842105263,2.736842105263158,10.973684210526317,3.6052631578947367,11.157894736842104,1.6578947368421053,4.473684210526316,19.57894736842105,5.342105263157895,10.973684210526317,12.236842105263158,10.894736842105264,26.5,0.4473684210526316,48.0,9.578947368421051,9.394736842105264,2.421052631578948,0.1578947368421052,0.1052631578947368,56.68421052631579
24,2017-18,Newcastle Utd,West Ham,0,1.0,0.7631578947368421,,,14.421052631578949,30.13157894736842,2.6842105263157894,11.842105263157896,3.842105263157895,11.68421052631579,1.763157894736842,3.0,16.210526315789473,4.394736842105263,11.210526315789474,12.5,11.605263157894736,32.078947368421055,0.4473684210526316,41.7,10.763157894736842,9.710526315789474,1.6578947368421053,0.0263157894736842,0.1578947368421052,53.18421052631579,1.263157894736842,0.7631578947368421,,,13.763157894736842,31.026315789473685,3.131578947368421,9.68421052631579,3.3421052631578947,12.68421052631579,1.3421052631578947,3.526315789473684,19.289473684210527,4.2368421052631575,10.789473684210526,11.5,12.68421052631579,28.55263157894737,0.4473684210526316,45.2,9.973684210526317,11.842105263157896,2.5526315789473686,0.1052631578947368,0.1578947368421052,53.078947368421055
25,2017-18,Watford,Brighton,1,1.105263157894737,0.7105263157894737,,,17.026315789473685,38.28947368421053,2.4473684210526314,11.421052631578949,3.3157894736842106,12.736842105263158,0.7105263157894737,3.631578947368421,18.76315789473684,4.815789473684211,11.36842105263158,9.447368421052632,12.289473684210526,26.23684210526316,0.4473684210526316,49.7,11.605263157894736,10.026315789473683,1.947368421052632,0.1578947368421052,0.1578947368421052,55.39473684210526,0.868421052631579,0.6578947368421053,,,13.763157894736842,32.36842105263158,3.1842105263157894,9.921052631578949,2.8947368421052637,8.473684210526315,0.8421052631578947,5.342105263157895,17.894736842105264,4.289473684210527,10.0,11.31578947368421,11.81578947368421,31.105263157894736,0.4736842105263157,43.7,10.86842105263158,7.2894736842105265,2.5789473684210527,0.1842105263157894,0.0789473684210526,55.8421052631579
26,2017-18,Chelsea,Everton,0,1.5789473684210529,1.105263157894737,,,27.5,52.578947368421055,2.131578947368421,15.86842105263158,5.526315789473684,11.710526315789474,1.8157894736842104,5.342105263157895,19.86842105263158,6.052631578947368,11.210526315789474,9.605263157894736,11.157894736842104,22.157894736842103,0.631578947368421,55.6,9.552631578947368,10.657894736842104,2.8421052631578947,0.0789473684210526,0.0526315789473684,58.76315789473684,1.105263157894737,0.6842105263157895,,,12.552631578947368,30.55263157894737,3.131578947368421,9.236842105263158,2.8947368421052637,10.973684210526317,0.6578947368421053,3.0,16.55263157894737,3.947368421052632,11.763157894736842,11.210526315789474,13.526315789473683,34.421052631578945,0.5789473684210527,45.5,12.105263157894736,9.578947368421051,2.1578947368421053,0.2105263157894736,0.131578947368421,53.8421052631579
27,2017-18,Liverpool,Arsenal,0,2.1578947368421053,1.5263157894736843,,,25.84210526315789,58.8421052631579,1.6842105263157894,16.710526315789473,5.947368421052632,10.289473684210526,2.789473684210526,3.842105263157895,20.105263157894736,6.052631578947368,11.842105263157896,10.210526315789474,9.973684210526317,20.73684210526316,0.3157894736842105,60.3,9.052631578947368,8.026315789473685,1.8421052631578947,0.0789473684210526,0.1578947368421052,59.42105263157895,1.9210526315789476,1.605263157894737,,,24.07894736842105,58.5,2.473684210526316,15.5,5.868421052631579,11.36842105263158,3.0789473684210527,3.973684210526316,15.052631578947368,5.921052631578948,11.18421052631579,9.789473684210526,11.236842105263158,23.13157894736842,0.868421052631579,61.4,10.078947368421051,9.921052631578949,2.3421052631578947,0.131578947368421,0.1578947368421052,56.526315789473685
28,2017-18,Tottenham,Burnley,1,1.8421052631578947,1.3421052631578947,,,22.68421052631579,59.18421052631579,2.3421052631578947,16.31578947368421,5.5,12.710526315789474,2.1842105263157894,5.157894736842105,21.710526315789476,6.473684210526316,10.5,9.473684210526317,10.0,23.105263157894736,0.5789473684210527,61.8,10.105263157894736,10.36842105263158,2.3157894736842106,0.0789473684210526,0.0789473684210526,56.36842105263158,0.9210526315789472,0.6842105263157895,,,11.342105263157896,29.026315789473685,3.1842105263157894,9.947368421052632,3.3157894736842106,12.18421052631579,0.5,2.8157894736842106,18.605263157894736,4.394736842105263,9.342105263157896,12.026315789473683,10.526315789473683,34.21052631578947,0.2105263157894736,43.7,9.210526315789474,11.105263157894736,2.631578947368421,0.0,0.131578947368421,49.3421052631579
29,2017-18,West Brom,Stoke City,1,0.8157894736842105,0.631578947368421,,,13.342105263157896,29.105263157894736,2.631578947368421,9.921052631578949,2.921052631578948,10.36842105263158,0.8947368421052632,2.526315789473684,20.63157894736842,4.631578947368421,10.13157894736842,11.052631578947368,12.36842105263158,28.605263157894736,0.2368421052631578,40.7,11.578947368421051,9.078947368421051,2.0789473684210527,0.0,0.0263157894736842,55.10526315789474,0.8947368421052632,0.7368421052631579,,,12.552631578947368,30.26315789473684,3.947368421052632,10.0,3.210526315789474,12.105263157894736,0.868421052631579,2.921052631578948,15.736842105263158,3.5789473684210527,11.5,11.157894736842104,12.13157894736842,33.28947368421053,0.5263157894736842,41.4,11.473684210526317,9.86842105263158,2.289473684210526,0.0526315789473684,0.131578947368421,48.21052631578947
30,2017-18,Arsenal,Bournemouth,0,1.9210526315789476,1.605263157894737,,,24.07894736842105,58.5,2.473684210526316,15.5,5.868421052631579,11.36842105263158,3.0789473684210527,3.973684210526316,15.052631578947368,5.921052631578948,11.18421052631579,9.789473684210526,11.236842105263158,23.13157894736842,0.868421052631579,61.4,10.078947368421051,9.921052631578949,2.3421052631578947,0.131578947368421,0.1578947368421052,56.526315789473685,1.1842105263157894,0.9473684210526316,,,18.473684210526315,40.1578947368421,2.8684210526315788,12.157894736842104,4.026315789473684,14.052631578947368,0.9736842105263158,2.9473684210526314,18.605263157894736,5.7368421052631575,8.526315789473685,11.921052631578949,9.657894736842104,29.710526315789476,0.6578947368421053,48.1,8.921052631578947,10.81578947368421,1.368421052631579,0.0526315789473684,0.0789473684210526,51.47368421052632
31,2017-18,Brighton,West Brom,0,0.868421052631579,0.6578947368421053,,,13.763157894736842,32.36842105263158,3.1842105263157894,9.921052631578949,2.8947368421052637,8.473684210526315,0.8421052631578947,5.342105263157895,17.894736842105264,4.289473684210527,10.0,11.31578947368421,11.81578947368421,31.105263157894736,0.4736842105263157,43.7,10.86842105263158,7.2894736842105265,2.5789473684210527,0.1842105263157894,0.0789473684210526,55.8421052631579,0.8157894736842105,0.631578947368421,,,13.342105263157896,29.105263157894736,2.631578947368421,9.921052631578949,2.921052631578948,10.36842105263158,0.8947368421052632,2.526315789473684,20.63157894736842,4.631578947368421,10.13157894736842,11.052631578947368,12.36842105263158,28.605263157894736,0.2368421052631578,40.7,11.578947368421051,9.078947368421051,2.0789473684210527,0.0,0.0263157894736842,55.10526315789474
32,2017-18,Everton,Tottenham,2,1.105263157894737,0.6842105263157895,,,12.552631578947368,30.55263157894737,3.131578947368421,9.236842105263158,2.8947368421052637,10.973684210526317,0.6578947368421053,3.0,16.55263157894737,3.947368421052632,11.763157894736842,11.210526315789474,13.526315789473683,34.421052631578945,0.5789473684210527,45.5,12.105263157894736,9.578947368421051,2.1578947368421053,0.2105263157894736,0.131578947368421,53.8421052631579,1.8421052631578947,1.3421052631578947,,,22.68421052631579,59.18421052631579,2.3421052631578947,16.31578947368421,5.5,12.710526315789474,2.1842105263157894,5.157894736842105,21.710526315789476,6.473684210526316,10.5,9.473684210526317,10.0,23.105263157894736,0.5789473684210527,61.8,10.105263157894736,10.36842105263158,2.3157894736842106,0.0789473684210526,0.0789473684210526,56.36842105263158
